person_id,person_name,subtitle,role,organisation_name,organisation_kind,area,start_date,end_date
55,AJAGBE ADETUNJI TAJUDEE,LLB Hons,Student,Nigerian Law School,Political Institution,Lagos State,1989,1990
62,AKINTOYE ALBERT,"B. ED (Physical and Health Education),",Student,,,,"",2001
62,AKINTOYE ALBERT,"Diploma in Business Administration,",Student,,,,"",2000
62,AKINTOYE ALBERT,"S.S.C.E,",Student,,,,"",2000
62,AKINTOYE ALBERT,"First School Leaving certificate,",Student,,,,"",1978
48,AHMED Babba KAITA,"",Student,,,,"",""
59,AKINLADE ABDULKABIR ADEKUNLE ISIAQ,MASTER'S DEGREE IN BUSINESS ADMINISTRATION (MBA),Student,,,,"",""
60,AKINLAJA IRANOLA JOSEPH,NATIONAL DIPLOMA ELEC.ENGR.,Student,YABA COLL.OF TECH.,Political Institution,Lagos State,1977,1979
42,ADEYINKA AYANTUNJI AJAYI,Barrister & Solicitors Of The Supreme Court Of Nigeria (BL),Student,,,,"",1990
42,ADEYINKA AYANTUNJI AJAYI,Bachelor Of Laws (LL.B) ,Student,"University of Wales, Cardiff",Political Institution,UK,"",1989
61,AKINTAYO AMERE GAFARU,National Diploma In Accounting,Student,,,,"",""
61,AKINTAYO AMERE GAFARU,Certificate In Computer Studies,Student,,,,"",""
61,AKINTAYO AMERE GAFARU,"Professional Examinations (Foundation, PE!,PE2)",Student,Institute of Chartered Accountants of Nigeria   ICAN,Political Institution,,"",""
58,AKINADE- FIJABI SAHEED,MSc Facilities Management,Student,"University of Greenwich, UK",Political Institution,UK,"",""
58,AKINADE- FIJABI SAHEED,MSc Project Management,Student,,,,"",""
58,AKINADE- FIJABI SAHEED,"Master in Business Administration, Construction and Real Estate",Student,"University of Reading, UK",Political Institution,UK,"",""
50,AHMED IDRIS MAJE,N.D HND (Civil Engineering),Student,,,,"",""
63,AKPAN MICAH UMOH,"Ph.D, MSc (Environmental Resource Management)",Student,,,,"",""
63,AKPAN MICAH UMOH,HND (Applied Chemistry),Student,,,,"",""
63,AKPAN MICAH UMOH,"WASC, FSLC",Student,,,,"",""
65,ALBERT TAMINU SAM-TSOKWA,BL(Hons),Student,Nigerian Law School,Political Institution,Lagos State,1981,1982
65,ALBERT TAMINU SAM-TSOKWA,"",Student,,,,"",""
65,ALBERT TAMINU SAM-TSOKWA,"",Student,"Government TIC, Keffi",Political Institution,Nasarawa,1972,1976
65,ALBERT TAMINU SAM-TSOKWA,"",Student,"Government TIC, Keffi",Political Institution,Nasarawa,1965,1971
70,ALI YAKUBU,HND ACCOUNTING  AND FINANCE,Student,,,,"",""
70,ALI YAKUBU,OND BANKING AND FINANCE,Student,,,,"",""
70,ALI YAKUBU,WAEC,Student,,,,"",""
70,ALI YAKUBU,SCH. LEAVING CERT.,Student,,,,"",""
77,ALLIU BABATUNDE KAZEEM,"",Student,Ansar-Ud-Deen Pry School Alakoro Lagos,Political Institution,Lagos State,1964,1970
77,ALLIU BABATUNDE KAZEEM,"",Student,Gaskiya College Lagos,Political Institution,,1972,1976
77,ALLIU BABATUNDE KAZEEM,"",Student,Oriwu College Ikorodu Lagos,Political Institution,,1976,1978
77,ALLIU BABATUNDE KAZEEM,"",Student,Hunter College Of The City University Of Newyork,Political Institution,USA,1980,1985
78,AMINU KOKO MUSA,Pri. School Cert ,Student,M/Gandu Pri. School,Political Institution,,"",""
78,AMINU KOKO MUSA,WAEC Cert. ,Student,Gvt. Sec. Schl. D/Gori,Political Institution,,"",""
79,AMINU PUNWET JONATHAN,BL  ,Student,NIG.LAW SCH. ABUJA,Political Institution,Abuja,"",2007
79,AMINU PUNWET JONATHAN,LLB  ,Student,University of Jos,Political Institution,,"",2004
79,AMINU PUNWET JONATHAN,NCE ,Student,COLL.OF EDU GINDIRI,Political Institution,,"",""
79,AMINU PUNWET JONATHAN,TEACHERS GRADE II,Student,,,,"",""
80,AMINU RIBADU HAMMAN-TUKUR,FLSC,Student,,,,"",""
80,AMINU RIBADU HAMMAN-TUKUR,(GR II Cert),Student,T.C Bauchi,Political Institution,Bauchi,"",""
80,AMINU RIBADU HAMMAN-TUKUR,WASCE,Student,G.S.S Yola,Political Institution,,"",""
74,ALIYU IBRAHIM GEBI,SSCE,Student,GOVT COLLEGE BAUCHI,Political Institution,Bauchi,"",1991
74,ALIYU IBRAHIM GEBI,FSLC ,Student,KOBI PRI.SCH,Political Institution,,"",1986
83,ANDREW IGBONULE UCHENDU,MBA in Business Administration,Student,,,,"",""
91,ARUA ARUNSI,First School Leaving Certificate,Student,,,,"",""
91,ARUA ARUNSI,WASC/LONDON GCE O' Level,Student,,,,"",""
91,ARUA ARUNSI,BBA (Public Accountancy),Student,,,,"",""
91,ARUA ARUNSI,MA (Political Science),Student,,,,"",""
71,ALIYU A.A. SHEHU,SECONDARY EDUCATION CERTIFICATE,Student,,,,"",""
69,ALI AHMAD,"Called to Bar in New York, (USA)",Student,New York Bar ,Political Institution,USA,"",""
69,ALI AHMAD,BL,Student,Nigerian Law School,Political Institution,,"",""
73,ALIYU BETARA MUKTAR,HND Business Administration,Student,,,,"",""
75,ALIYU SANI MADAKI,MBA(Finance),Student,,,,"",""
75,ALIYU SANI MADAKI,PGDM,Student,,,,"",""
72,ALIYU BAHAGO AHMAN PATEGI,MASTER'S DEGREE IN POLITICAL ECONOMY AND DEVELOPMENT STUDIES,Student,University of Abuja,Political Institution,Abuja,"",""
94,ASITA HONOURABLE,"BL, LL.B",Student,,,,"",""
95,ATIKU SHAMAKI,SSCE  ,Student,GOVT SEC. SCH. RIJAU,Political Institution,,"",1989
95,ATIKU SHAMAKI,FSLC ,Student,KETARE PRI.SCH,Political Institution,,"",1981
102,AYO TAJUDEEN YUSUF,O'LEVELS ,Student,ST. AUGUSTINE'S COLLEGE KABBA,Political Institution,,1982,1987
100,AYODEJI LABIB JAKANDE,School Leaving Certificate,Student,,,,"",1987
100,AYODEJI LABIB JAKANDE,Diploma In Journalism,Student,,,,"",1993
100,AYODEJI LABIB JAKANDE,Certification In Oracle 8i,Student,,,,"",2001
103,AZODO OKWUNNA EUCHARIA,MA Business Admin,Student,,,,"",""
103,AZODO OKWUNNA EUCHARIA,PGD,Student,,,,"",""
103,AZODO OKWUNNA EUCHARIA,HND,Student,,,,"",""
103,AZODO OKWUNNA EUCHARIA,OND,Student,,,,"",""
103,AZODO OKWUNNA EUCHARIA,WASCE,Student,,,,"",""
97,AWULU EZEKIEL ADAJI,PGDM ,Student,UNI.OG AGRIC.MARKUDI,Political Institution,,"",""
104,BABA BUKAR MACHINAMA,B.Sc Education (Biology),Student,"Usman Danfodiyo University, Sokoto",Political Institution,,"",1990
104,BABA BUKAR MACHINAMA,"",Student,"Central Primary School School,",Political Institution,,"",1973
106,BABATUNDE OLABODE OGUNOLA,St Jude Primary School,Student,,,,"",""
106,BABATUNDE OLABODE OGUNOLA,Holy Micheal Secondary School,Student,,,,"",""
106,BABATUNDE OLABODE OGUNOLA,Govt Tech. College,Student,,,,"",""
109,BAMIDELE AYODELE FAPARUSI,SSCE ,Student,LAGOS BAPTIST SEC. SCHOOL,Political Institution,Lagos State,"",1993
111,BARINADA MPIGI,"",Student,Primary School Koroma,Political Institution,,1969,1974
111,BARINADA MPIGI,"",Student,GSCS Ibaa,Political Institution,,1974,1979
111,BARINADA MPIGI,"",Student,Rivers State University Of Science & Technology,Political Institution,,2001,2008
112,BASHIR ADAMU,Bachelors Degree (Pol. Science),Student,,,,"",""
113,BASSEY DAN-ABIA,"",Student,,,,"",""
114,BAWA SHEHU USMAN,SSCE,Student,,,,"",""
115,BELLO KAOJE A,H. N. D In Business Administration,Student,,,,"",""
115,BELLO KAOJE A,O. N. D In Business Administration,Student,,,,"",""
115,BELLO KAOJE A,Senior School Certificate,Student,,,,"",""
115,BELLO KAOJE A,West African Examination Council,Student,,,,"",""
116,BELLO MARADUN MUTAWALLE,High Education,Student,,,,"",""
119,BEN NNEBEDUMCHUKWU NWANKWO,"",Student,University of Nigeria,Political Institution,,1999,2003
119,BEN NNEBEDUMCHUKWU NWANKWO,"",Student,University of Nigeria,Political Institution,,2005,""
92,ASADU PATRICK OZIOKOJA,"Bachelor's Degree in Medicine, Bachelor's Degree in Surgery (MBBS)",Student,,,,"",""
107,BADAMASI AYUBA,H.N.D. Business Administration,Student,,,,"",""
105,BABALE BASHIR,B Ed Adult Education Community Development,Student,,,,"",""
105,BABALE BASHIR,NCE English/Social Studies,Student,,,,"",""
105,BABALE BASHIR,Grade II Teachers Certificate,Student,,,,"",""
105,BABALE BASHIR,Primary School Leaving Certificate,Student,,,,"",""
105,BABALE BASHIR,Professional Diploma in Mass Communication,Student,,,,"",""
119,BEN NNEBEDUMCHUKWU NWANKWO,"",Student,Federal Polytechnic Oko ,Political Institution,,1983,1988
119,BEN NNEBEDUMCHUKWU NWANKWO,"",Student,"St Micheal's College, Nimo",Political Institution,,1977,1982
118,BENJAMIN ITYOKUMBA ABOHO,M.A Degree,Student,East Tennessee State Univ. USA,Political Institution,USA,"",""
118,BENJAMIN ITYOKUMBA ABOHO,B.Sc. Degree ,Student,East Tennessee State Univ. USA,Political Institution,,"",""
118,BENJAMIN ITYOKUMBA ABOHO,Diploma in Security Studies,Student,,,,"",""
118,BENJAMIN ITYOKUMBA ABOHO,FLSC,Student,,,,"",""
120,BETHEL NNAEMEKA AMADI,"Bachelor of Law Degree,Barrister at Law.",Student,,,,"",""
129,BUKUYOLA TAOFEEK BURAIMO,WAEC,Student,,,,"",""
129,BUKUYOLA TAOFEEK BURAIMO,NCE,Student,,,,"",""
129,BUKUYOLA TAOFEEK BURAIMO,B Sc,Student,,,,"",""
129,BUKUYOLA TAOFEEK BURAIMO,MBA,Student,,,,"",""
132,CHARLES C. ODEDO,BSc Hons. Estate Management,Student,,,,"",""
134,CHIZOR LAMBERT OBIDIGWE,"",Student,"Dennis Mem. Grammar Sch. Onitsha, Anambra",Political Institution,,"",""
135,CHRISCATO IKECHUKWU AMEKE,SSCE,Student,"Magbon - Alade Mem.School, Ibeju, Lagos",Political Institution,Lagos State,"",""
137,CHRISTINA DEMNENGE ALAAGA,"",Student,,,,"",""
139,CHRISTOPHER SUNDAY ETA,"BSc, LL.B, B.L",Student,,,,"",""
141,CHUDI PATRICK UWAZURIKE,Ph.D,Student,"Harvard University, USA",Political Institution,USA,"",""
141,CHUDI PATRICK UWAZURIKE,M.Sc,Student,Lagos State University,Political Institution,Lagos State,"",""
141,CHUDI PATRICK UWAZURIKE,W.A.S.C,Student,Madonna High School,Political Institution,,"",""
133,CHINENYE FERDINARD IKE,Bsc Pol. Science,Student,University of Port Harcourt,Political Institution,,"",""
133,CHINENYE FERDINARD IKE,Msc International Relations,Student,University of Benin,Political Institution,,"",""
134,CHIZOR LAMBERT OBIDIGWE,"",Student,Obi-Okosi Mem. Pri. Sch. Onitsha Anambra.,Political Institution,,"",""
136,CHRIS EMEKA IFEANYI AZUBOGU,FSLC,Student,Umunnealam Pri. Sch. Umudun Nnewi,Political Institution,,1974,1980
136,CHRIS EMEKA IFEANYI AZUBOGU,WASC,Student,Okongwu Mem. Grammar Sch. Nnewi,Political Institution,,1980,1985
143,CHUKWUEMEKA EMMANUEL NWOGBO,"",Student,Federal Polytecnic Bauchi,Political Institution,Bauchi,"",1988
143,CHUKWUEMEKA EMMANUEL NWOGBO,"",Student,Abubakar Tafawa Balewa University,Political Institution,Bauchi,"",2000
264,KENNETH EDET ACHIBONG,"",Student,"Tinu School, Surelere, Lagos State",Political Institution,Lagos State,"",""
142,CHUKWUDI JONES VICTOR ONYERERI,ASCON CERTIFICATE IN PUBLIC ADMINISTRATION,Student,,,,"",""
131,CHANCHANGI RUFAI AHMED,Flight Dispatch License,Student,,,,"",2006
124,BITRUS B. KAZE,National Certificate of Education,Student,,,,"",""
125,BLESSING IBIBA NSIEGBE,University Of Technology ,Student,Rivers UOE Port Harcourt,Political Institution,,2004,2009
117,BENI LAR,"Bachelor's Degree in Law, Barrister at Law",Student,,,,"",""
125,BLESSING IBIBA NSIEGBE,"",Student,St. Andrew's State School Idiobv,Political Institution,,1974,1980
146,CYRIL EGWUATU,H.N.D Structural Engineering,Student,,,,"",""
148,DAKUKU ADOL PETERSIDE,"University Of Sciences & Tech. PH, ",Student,Rivers State University Of Science & Technology,Political Institution,,"",""
148,DAKUKU ADOL PETERSIDE,"B. MLS, MBA & Certificates In Project Management & Leadership",Student,"Georgia State University, Atlanta, USA",Political Institution,,"",""
148,DAKUKU ADOL PETERSIDE,Doctorate Candidate,Student,University of Port Harcourt,Political Institution,,"",""
149,DANGALADIMA UMAR SANI,HND QUANTITY SURVEY,Student,,,,"",""
150,DANIEL AKPAN EFFIONG,Master Degree In Business Finance,Student,,,,"",""
150,DANIEL AKPAN EFFIONG,FCIM (Fellow Chattered Inst. of Management),Student,,,,"",""
164,EMMANUEL ISSAC UKOETE,Diploma in Journalism,Student,International Institute of Journalism,Political Institution,,2007,2009
153,DANLAMI GARBA,GRADE II,Student,,,,"",1980
153,DANLAMI GARBA,N.C.E,Student,,,,"",1983
156,DAVID DAVEMATICS OMBUGADU EMMANUEL,"",Student,,,,"",""
156,DAVID DAVEMATICS OMBUGADU EMMANUEL,"",Student,GOVT.COLLEGE KEFFI,Political Institution,Nasarawa,"",""
158,DEBO JEROME OLOGUNAGBA,LL.M,Student,University of Lagos,Political Institution,Lagos State,"",""
160,EDDIE MBADIWE IFEANYICHUKWU,"",Student,UNIVERSITY OF EAST ANGLIA,Political Institution,,"",""
161,EMEYESE SUNDAY AKPODIOGAGA,WASC,Student,,,,"",1981
161,EMEYESE SUNDAY AKPODIOGAGA,LL. B,Student,,,,"",1987
161,EMEYESE SUNDAY AKPODIOGAGA,B. L,Student,,,,"",1988
164,EMMANUEL ISSAC UKOETE,General Certificate of Education,Student,Queen of Apostle,Political Institution,,1983,1988
165,EMMANUEL JIME,BL ,Student,Nigerian Law School,Political Institution,,1983,1984
165,EMMANUEL JIME,LLB,Student,"Ahmadu Bello University, Zaria",Political Institution,,1980,1983
165,EMMANUEL JIME,FSLC,Student,ST WILLIAMS PRI. SCH. KEFFI,Political Institution,Nasarawa,1968,1974
166,EMMANUEL LOKJI LUKA GOAR,BSC MANAGEMENT STUDIES,Student,,,,"",""
166,EMMANUEL LOKJI LUKA GOAR,CERTIFIED NATIONAL ACCOUNTANT (ANAN),Student,,,,"",""
166,EMMANUEL LOKJI LUKA GOAR,NIGERIAN CERTIFICATE OF EDUCATION (N.C.E),Student,,,,"",""
166,EMMANUEL LOKJI LUKA GOAR,GRADE II TEACHERS CERTIFICATE,Student,,,,"",""
166,EMMANUEL LOKJI LUKA GOAR,PRIMARY SCHOOL LEAVING CERTIFICATE,Student,,,,"",""
164,EMMANUEL ISSAC UKOETE,First School Leaving Certificate,Student,Bishop Clerk's Primary School,Political Institution,,1977,1982
151,DANIEL EFFIONG ASUQUO,BSC,Student,University of Calabar,Political Institution,,"",2001
152,DANIEL ORITSEGBUBEMI REYEMEJU,Bachelor's Degree in Philosophy,Student,University of Uyo,Political Institution,,"",""
169,ENEKOROGHA PENAWEI FRANCIS,FSLC,Student,,,,"",""
169,ENEKOROGHA PENAWEI FRANCIS,G.C.E,Student,,,,"",""
169,ENEKOROGHA PENAWEI FRANCIS,B.(ENG),Student,,,,"",""
173,EZENWA FRANCIS ONYEWUCHI,M.BA (MANAGEMENT),Student,,,,"",""
173,EZENWA FRANCIS ONYEWUCHI,G.C.E O/L,Student,,,,"",""
174,EZIUCHE CHINWE UBANI,Msc Mass Com,Student,University of Lagos,Political Institution,Lagos State,"",1994
174,EZIUCHE CHINWE UBANI,PGD Mass Com,Student,University of Lagos,Political Institution,Lagos State,"",1991
174,EZIUCHE CHINWE UBANI,Bsc Sociology,Student,University of Lagos,Political Institution,Lagos State,"",1987
177,FAROUK MOHAMMED LAWAN,School of Preliminary Studies,Student,,,,1978,1980
177,FAROUK MOHAMMED LAWAN,Government Secondary School Gwarzo,Student,,,,1973,1978
177,FAROUK MOHAMMED LAWAN,Farinwuwa Primary School,Student,,,,1967,1973
181,FORT IFEANYI DIKE,"FSLC, WASCE, B.Sc, PGD, MBA",Student,,,,"",""
183,FRIDAY ITULAH,"",Student,,,,"",""
185,GAMBO MUSA DAN-MUSA,MBA,Student,University of Lagos,Political Institution,Lagos State,"",""
185,GAMBO MUSA DAN-MUSA,BL,Student,Nigerian Law School,Political Institution,Lagos State,"",""
185,GAMBO MUSA DAN-MUSA,WASC ,Student,GOVT.SEC. SCH DAURA,Political Institution,,"",""
185,GAMBO MUSA DAN-MUSA,FSLC,Student,,,,"",""
189,GARBA MUSA GULMA,H.N.D(Building Technology),Student,,,,"",""
182,FRANCIS BUSAM ADA,N.C.E  ,Student,UNI. OF CROSS RIVERS STATE UYO,Political Institution,,"",1984
167,EMMANUEL YISA ORKER-JEV,"",Student,Nigerian Law School,Political Institution,,1988,1989
167,EMMANUEL YISA ORKER-JEV,"",Student,Bristow Secondary School ,Political Institution,,1976,1981
188,GARBA DATTI MUHAMMAD,Klast - Zaria -,Student,,,,"",1982
188,GARBA DATTI MUHAMMAD,"",Student,Marmara Primary LEA School Sabon Gari,Political Institution,,"",1974
175,JAMES ABIODUN FALEKE,MBA MANAGEMENT,Student,,,,"",""
175,JAMES ABIODUN FALEKE,HND PURCHASING AND SURPLY MANAGEMENT,Student,,,,"",""
175,JAMES ABIODUN FALEKE,FINAL CERT. ,Student,CHARTERED INST. OF PUR. & SUPP. LONDON,Political Institution,UK,"",""
176,FAMUREWA ISRAEL AJIBOLA,Ordinary National Diploma In Mettallurgy,Student,,,,"",""
176,FAMUREWA ISRAEL AJIBOLA,West Africa School Certificate,Student,,,,"",""
176,FAMUREWA ISRAEL AJIBOLA,Higher National Diploma In Mechanical Engineering,Student,,,,"",""
186,GANNY OLUWADARE DAUDA,"",Student,LA Primary School Surulere Irun ,Political Institution,,1964,1969
193,GIBSON KAUDA NATHANIEL,FLSC,Student,,,,"",""
193,GIBSON KAUDA NATHANIEL,TC II,Student,,,,"",""
193,GIBSON KAUDA NATHANIEL,NCE,Student,,,,"",""
193,GIBSON KAUDA NATHANIEL,B.ED (HONS),Student,,,,"",""
196,GODFREY ALI GAIYA,MASTER'S DEGREE IN HYDROLOGY,Student,University of Lagos,Political Institution,Lagos State,"",""
198,GONI BUKAR LAWA,H.N.D. Business Administration,Student,,,,"",""
202,HAKEEM ABIODUN MUNIRU,"",Student,"Matori Grammar School Okoto, Isolo",Political Institution,,"",""
202,HAKEEM ABIODUN MUNIRU,"",Student,"St Pauls Anglican School, Isaga Isolo",Political Institution,,"",""
203,HALIMA HASSAN TUKUR,"OND Nursing, OND Mid-Wifery",Student,,,,"",""
204,HAMZA DALHAT,B.A MASS COMM./POL.SCI.,Student,"Bayero University, Kano",Political Institution,,"",1982
204,HAMZA DALHAT,MASTERS IN PUBLIC ADMIN. ,Student,"Ahmadu Bello University, Zaria",Political Institution,,"",1987
205,HAMZAT GANIYU OLADUNJOYE,MBA,Student,,,,"",""
205,HAMZAT GANIYU OLADUNJOYE,Post Graduate Diploma in Management Studies,Student,,,,"",""
206,HARUNA FATAHI MUSA,BA (Hons),Student,"Bayero University, Kano",Political Institution,,"",1981
206,HARUNA FATAHI MUSA,"",Student,"Government Secondary School, Kano State",Political Institution,,"",""
206,HARUNA FATAHI MUSA,"",Student,"Yakasai Primary School, Kano State",Political Institution,,"",""
207,HARUNA MANU,MSc Electronic Commerce,Student,Carnegie Mellon Univ. USA,Political Institution,USA,"",""
207,HARUNA MANU,"",Student,"Government Secondary School, M/Biu",Political Institution,,"",""
207,HARUNA MANU,"",Student,"Central Primary School, Mutun-Biyu",Political Institution,,"",""
208,HASKE FRANCIS HANANIYA,"",Student,"Memphis State Univ. Memphis, Tenn, USA",Political Institution,USA,"",""
208,HASKE FRANCIS HANANIYA,"",Student,"AFM Univ, Huntsville, Alabama, USA",Political Institution,USA,"",""
211,HASSAN KAKU EL-BADAWY,"",Student,NIPPS KURU JOS,Political Institution,,"",1983
211,HASSAN KAKU EL-BADAWY,M.Ed Administration,Student,"University of New England, Australia",Political Institution,Australia,"",1972
211,HASSAN KAKU EL-BADAWY,N.C.E ZARIA,Student,,,,"",1965
211,HASSAN KAKU EL-BADAWY,WASC,Student,,,,"",""
217,HUSSEIN NAMADI ABDULKADIR,B.Sc. Economics,Student,,,,"",""
219,IBRAHIM ADENIYI OLAYFA,"Fellow, West African College of Surgeon",Student,,,,"",""
180,FOINGHA JEPHTHA,"",Student,"State School, Nembe ",Political Institution,,1964,1969
214,HEMBE HERMAN IORWASE,"BACHELOR'S DEGREE IN LAW (HONS), BARRISTER AT LAW.",Student,,,,"",""
220,IBRAHIM BABANGIDA,MBA,Student,,,,"",""
220,IBRAHIM BABANGIDA,HND Business Administration,Student,,,,"",""
220,IBRAHIM BABANGIDA,ND Business Administration,Student,,,,"",""
220,IBRAHIM BABANGIDA,PGD in Business Administration,Student,,,,"",""
212,HAZEEZ BABAJIDE AKINLOYE,"",Student,Nig. Law School Bwari,Political Institution,,"",2003
212,HAZEEZ BABAJIDE AKINLOYE,"",Student,Lagos State University,Political Institution,Lagos State,1993,1999
212,HAZEEZ BABAJIDE AKINLOYE,"",Student,Lagos State University,Political Institution,Lagos State,1987,1991
212,HAZEEZ BABAJIDE AKINLOYE,Holy Cross School I,Student,,,,1974,1980
222,IBRAHIM BELLO,"C.E.A Primary School, Rigachikun",Student,,,,"",""
222,IBRAHIM BELLO,BL,Student,Nigerian Law School,Political Institution,Lagos State,"",""
224,IBRAHIM KAAMUNA KHADI,B Sc. Degree in Public Admin,Student,,,,"",""
224,IBRAHIM KAAMUNA KHADI,Advance Diploma In Public Admin,Student,,,,"",""
224,IBRAHIM KAAMUNA KHADI,School leaving Certificate,Student,,,,"",""
224,IBRAHIM KAAMUNA KHADI,Primary School Certificate,Student,,,,"",""
225,IBRAHIM KHALID MUSTAPHA,"BACHELOR'S DEGREE IN LAW, BARRISTER AT LAW, MASTER'S IN INTERNATIONAL AFFAIRS AND DIPLOMACY (MAID)",Student,,,,"",""
226,IBRAHIM MOHAMMED GARBA,LL.B (HON),Student,"Bayero University, Kano",Political Institution,,"",""
227,IBRAHIM NUHU KAYARDA LAWAL,"",Student,Govt. Sec. Tech. School Soba,Political Institution,,"",1986
227,IBRAHIM NUHU KAYARDA LAWAL,"",Student,Abubakar Tafawa Balewa University,Political Institution,Bauchi,"",1999
228,IBRAHIM SHEHU GUSAU,PHD,Student,WASHINGTON INTERNATIONAL UNIVERSITY(USA),Political Institution,USA,2005,2010
228,IBRAHIM SHEHU GUSAU,MBA  ,Student,WASHINGTON INTERNATIONAL UNIVERSITY(USA),Political Institution,USA,2004,2005
228,IBRAHIM SHEHU GUSAU,MSC MOBILE COMMUNICATIONS ENGINERING,Student,,,,"",""
228,IBRAHIM SHEHU GUSAU,"",Student,UNIVERSITY OF LANCASTER (UK),Political Institution,UK,"",""
228,IBRAHIM SHEHU GUSAU,HND ELECTRICAL/EKLECTRONICS,Student,,,,"",""
228,IBRAHIM SHEHU GUSAU,OND ELECTRICAL/ELECTRONICS,Student,,,,"",""
229,IBRAHIM TUKUR EL-SUDI,B.L. ,Student,Nigerian Law School,Political Institution,,1988,1989
229,IBRAHIM TUKUR EL-SUDI,"",Student,"Government Secondary School, Gembu",Political Institution,,1977,1982
229,IBRAHIM TUKUR EL-SUDI,"",Student,"Central Primary school, Serti",Political Institution,,1971,1977
230,IDRIS SANI MOHAMMED,SSCE School Cert.,Student,"Federal Government College Kwali, Abuja",Political Institution,Abuja,"",""
231,IFEDAYO SUNDAY ABEGUNDE,"",Student,Morgan State University,Political Institution,USA,1985,1987
231,IFEDAYO SUNDAY ABEGUNDE,"",Student,Florida University,Political Institution,,1980,1984
231,IFEDAYO SUNDAY ABEGUNDE,Oyemekun Grammar school ,Student,,,,1967,1971
234,INI AKPAN UDOKA,Doctor of Philosophy (PHD),Student,,,,"",1992
234,INI AKPAN UDOKA,Bachelor of Arts (BA Hons),Student,,,,"",1987
234,INI AKPAN UDOKA,General Certificate of Education (GCE),Student,,,,"",1982
234,INI AKPAN UDOKA,First School Leaving Certificate (FSLC),Student,,,,"",1975
234,INI AKPAN UDOKA,"University of Calabar, Cross River State",Student,,,,1983,1992
234,INI AKPAN UDOKA,"",Student,"GRS School of Basic Studies, Akamkpa",Political Institution,,1981,1982
234,INI AKPAN UDOKA,"",Student,"Government Secondary School, Ntonesk",Political Institution,,1975,1980
234,INI AKPAN UDOKA,"",Student,"Clan School, Itu Mbonuso",Political Institution,,1973,1975
234,INI AKPAN UDOKA,"",Student,"Presbyterian School, Ibiono Emero",Political Institution,,1970,1972
235,INNOCENT ZEITET TIRSEL,DIPLOMA IN MASS COMMUNICATION,Student,,,,"",""
235,INNOCENT ZEITET TIRSEL,CERT IN PUBLIC ADMIN,Student,,,,"",""
235,INNOCENT ZEITET TIRSEL,GCE/SSCE,Student,,,,"",""
235,INNOCENT ZEITET TIRSEL,PRIMARY SCHOOL CERT.,Student,,,,"",""
237,IRONA GERALD ALPHONSUS,Higher National Diploma In Chemical Engineering,Student,,,,"",""
240,ISA LAWAN,"",Student,Kingarwa Primary School,Political Institution,,1980,1986
242,ISA MOHAMMED ASHIRU,Masters in Public Policy Administration,Student,,,,"",""
239,ISAH DOBI EGAH,B.ED SOCIAL STUDIES,Student,,,,"",""
244,ISHAKA MOHAMMED BAWA,LLB(Hons) BL,Student,,,,"",""
245,ISHAQ AHMED KANA,B SC Sociology,Student,,,,"",""
245,ISHAQ AHMED KANA,IJMBE,Student,,,,"",""
245,ISHAQ AHMED KANA,WAEC / GCE,Student,,,,"",""
245,ISHAQ AHMED KANA,PRY Sch. CERT.,Student,,,,"",""
240,ISA LAWAN,"",Student,GSS Kukawa/ GSSSS Mowguwo,Political Institution,,1986,1992
250,JERIMON SAMUEL MANWE,"Higher National Diploma, Business Management",Student,,,,"",""
250,JERIMON SAMUEL MANWE,Lau Lau Primary School,Student,,,,"",""
253,JIM AIKU ADUN,Retired Group Captain (NAF),Student,Nigerian Air Force,Political Institution,,"",""
253,JIM AIKU ADUN,LLB(Hons),Student,,,,"",""
253,JIM AIKU ADUN,BL,Student,,,,"",""
254,JIMOH ADEWALE BABATUNDE,OND Business Administration,Student,Lagos State Polytechnic,Political Institution,,2005,2009
254,JIMOH ADEWALE BABATUNDE,GCE,Student,,,,"",2003
254,JIMOH ADEWALE BABATUNDE,Secondary School Certificate,Student,"Oba Seku High School, Eruwa.",Political Institution,,1977,1982
259,KAKA KYARI GUJBAWU,"",Student,University of Lagos,Political Institution,Lagos State,1999,2000
259,KAKA KYARI GUJBAWU,Mafoni Pri School,Student,,,,1974,1980
260,KALGO SANI UMAR MOHAMMED,"",Student,Polytechnic of central London,Political Institution,UK,"",""
258,KABIRU MARAFA ACHIDA,NATIONAL DIPLOMA IN PURCHASING AND SUPPLY,Student,,,,"",""
246,ISMAILA AHMED GADAKA,WASC,Student,,,,"",""
255,JOHN DYEGH,FSLC ,Student,LGEAGBOKO SOUTH,Political Institution,,"",""
255,JOHN DYEGH,WASC ,Student,MBAWAWUAR SEC.SCH.,Political Institution,,"",""
255,JOHN DYEGH,PH.D (IN VIEW),Student,,,,"",""
251,JERRY ALAGBASO,W.A.S.C,Student,HOLY GHOST COLLEGE,Political Institution,,"",1974
257,JULIUS OLUFEMI FAKEYE,Certificate In Executive Management,Student,Northwestern Univ.,Political Institution,USA,"",""
257,JULIUS OLUFEMI FAKEYE,"Certificate Finance & Control IMD, Switzerland USA",Student,,,,"",""
257,JULIUS OLUFEMI FAKEYE,Certificate Executive Management,Student,Carnegie Mellon Univ. USA,Political Institution,USA,"",""
257,JULIUS OLUFEMI FAKEYE,WASC,Student,,,,"",""
