person_id,person_name,start_date,end_date,parliament_id,party_id,party,party_subtitle,party_role,organisation_name,organisation_subtitle,organisation_role,area
176,FAMUREWA ISRAEL AJIBOLA,2013-07-31,2019-05-29,3308,5594,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Atakunmosa East/ Atakunmosa West/Ilesha East/Ilesha West
702,OSSY PRESTIGE CHINEDU EHIRIODO O OSSY,,2019-05,6272,6271,All Progressives Grand Alliance,"",Member,Federal House of Representatives,"",Member,Aba North/Aba South
177,FAROUK MOHAMMED LAWAN,1999,2003,2329,2974,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,
177,FAROUK MOHAMMED LAWAN,2003,2007-05-29,2330,2974,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,
177,FAROUK MOHAMMED LAWAN,2007-05-29,2011-05-29,2331,2974,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,
177,FAROUK MOHAMMED LAWAN,2011-05-29,2015-05-29,3309,2974,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Shanono/Bagwai
244,ISHAKA MOHAMMED BAWA,2007-05-29,2011-05-29,2388,3003,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,
244,ISHAKA MOHAMMED BAWA,2011-05-29,2015-05-29,3357,3003,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Ibi/Wukari
181,FORT IFEANYI DIKE,2011-05-29,2015-05-29,3312,2976,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Ihiala
182,FRANCIS BUSAM ADA,2011-05-29,2015-05-29,3313,2977,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Obanliku/Obudu/Bekwarra
185,GAMBO MUSA DAN-MUSA,2011-05-29,2013-07-30,3315,2853,Congress for Progressive Change,"",Member,House of Representatives,"",Federal Representative,Batsari/Safana/Danmusa
185,GAMBO MUSA DAN-MUSA,2013-07-31,2015-05-29,3315,5700,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Batsari/Safana/Danmusa
193,GIBSON KAUDA NATHANIEL,,,4580,2980,Peoples Democratic Party,"",Member,House of Assembly,"",Member,
193,GIBSON KAUDA NATHANIEL,2011-05-29,2015-05-29,3319,2980,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Guyuk/Shelleng
196,GODFREY ALI GAIYA,2011-05-29,2015-05-29,3320,2981,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Zangon Kataf/Jaba
281,LAWAN SHEHU,2011-05-29,2013-07-30,3383,2811,All Nigeria Peoples Party,"",Member,House of Representatives,"",Federal Representative,Bichi
281,LAWAN SHEHU,2013-07-31,2015-05-29,3383,5666,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Bichi
201,GWARZO BELLO HAYATU,1999,2007,3878,3134,Peoples Democratic Party,"",Member,National Assembly,"",Senator,Abuja
203,HALIMA HASSAN TUKUR,2011-05-29,2015-05-29,3324,2983,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Ngaski/Shanga/Yauri
204,HAMZA DALHAT,2011-05-29,2013-07-30,3325,2855,Congress for Progressive Change,"",Member,House of Representatives,"",Federal Representative,Batagarawa/Charanchi/Rimi
204,HAMZA DALHAT,2013-07-31,2015-05-29,3325,5702,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Batagarawa/Charanchi/Rimi
703,NKOLE UKO NDUKWE,,2019-05,6274,6273,Peoples Democratic Party,"",Member,Federal House of Representatives,"",Federal Representative,Arochukwu/Ohafia
791,SULAIMAN ALIYU ROMO,,2019-05,6488,6487,All Progressives Congress (APC),"",Member,Federal House of Representatives,"",Federal Representative,Shanono/Bagwai
870,ISAH IBRAHIM,,2019-05,6701,6700,All Progressives Congress (APC),"",Member,Federal House of Representatives,"",Federal Representative,Gusau/Tsafe
180,FOINGHA JEPHTHA,2011-05-29,2019-05-29,3311,2975,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Brass / Nembe
172,EWA-HENSHAW BASSEY EKO,2011-05-29,2019-05-29,3304,2972,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Yakurr/Abi
262,KEHINDE OLESEGUN ODENEYE,2011-05-29,2013-07-30,3373,2747,Action Congress of Nigeria,"",Member,House of Representatives,"",Federal Representative,Ijebu Ode/Odogbolu/Ijebu North East
262,KEHINDE OLESEGUN ODENEYE,2013-07-31,2019-05-29,3373,5603,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Ijebu Ode/Odogbolu/Ijebu North East
263,KENNETH ANAYO CHIKERE,2011-05-29,2019-05-29,3374,3013,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Port Harcourt I
741,TATA OMAR,2015-05,2019-05,6369,6368,All Progressives Congress (APC),"",Member,Federal House of Representatives,"",Federal Representative,Zaki
701,SAMUEL  IFEANYI ONUIGBO,,2019-05,6269,6268,Peoples Democratic Party,"",Member,Federal House of Representatives,"",Member,Umuahia North/ Umuahia South/ Ikwuano
205,HAMZAT GANIYU OLADUNJOYE,2003,2007-05-29,2350,2740,Action Congress of Nigeria,"",Member,House of Representatives,"",Federal Representative,
205,HAMZAT GANIYU OLADUNJOYE,2007-05-29,2011-05-29,2351,2740,Action Congress of Nigeria,"",Member,House of Representatives,"",Federal Representative,
205,HAMZAT GANIYU OLADUNJOYE,2011-05-29,2013-07-30,3326,2740,Action Congress of Nigeria,"",Member,House of Representatives,"",Federal Representative,Mushin II Federal Constituency
205,HAMZAT GANIYU OLADUNJOYE,2013-07-31,2015-05-29,3326,5596,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Mushin II Federal Constituency
206,HARUNA FATAHI MUSA,2007-05-29,2011-05-29,2353,2804,All Nigeria Peoples Party,"",Member,House of Representatives,"",Federal Representative,
206,HARUNA FATAHI MUSA,2011-05-29,2013-07-30,3327,2804,All Nigeria Peoples Party,"",Member,House of Representatives,"",Federal Representative,Kano Municipal
206,HARUNA FATAHI MUSA,2013-07-31,2015-05-29,3327,5659,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Kano Municipal
207,HARUNA MANU,2011-05-29,2015-05-29,3328,2984,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Bali/Gassol
208,HASKE FRANCIS HANANIYA,2011-05-29,2013-07-30,3329,2741,Action Congress of Nigeria,"",Member,House of Representatives,"",Federal Representative,Gombi/Hong
208,HASKE FRANCIS HANANIYA,2013-07-31,2015-05-29,3329,5597,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Gombi/Hong
264,KENNETH EDET ACHIBONG,2011-05-29,2015-05-29,3375,3014,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Itu/Ibiono Ibom
210,HASSAN ANTHONY SALE,2011-05-29,2015-05-29,3330,2985,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Ado/Obadigbo/Okpokwu
211,HASSAN KAKU EL-BADAWY,2007-05-29,2013-07-30,3331,2805,All Nigeria Peoples Party,"",Member,House of Representatives,"",Federal Representative,Bade/Jakusko
211,HASSAN KAKU EL-BADAWY,2013-07-31,2015-05-29,3331,5660,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Bade/Jakusko
247,ISMAIL INAH HUSSAIN,2011-05-29,2015-05-29,3359,3004,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Idah/Igalamela Odolu/Ibaji/ Ofu
217,HUSSEIN NAMADI ABDULKADIR,2011-05-29,2015-05-29,3335,2988,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Hadejia/Kafin Hausa
219,IBRAHIM ADENIYI OLAYFA,2011-05-29,2015-05-29,3336,2706,ACCORD,"",Member,House of Representatives,"",Federal Representative,Oluyole
224,IBRAHIM KAAMUNA KHADI,2011-05-29,2015-05-29,3340,2990,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Jere
238,ISA HASSAN MOHAMMED,2011-05-29,2014,3351,2999,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Jama'are/Itas-Gadau
238,ISA HASSAN MOHAMMED,2014,2019-05-29,3351,6252,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Jama'are/Itas-Gadau
705,YUSUF BUBA YAKUB,,2019-05,6279,6278,All Progressives Congress (APC),"",Member,Federal House of Representatives,"",Federal Representative,Gombi/Hong
743, MUHAMMAD SANI ABDU,,2019-05,6374,6373,All Progressives Congress (APC),"",Member,Federal House of Representatives,"",Federal Representative,Alkaleri/Kirfi
793,GARBA UMAR DURBUNDE,,2019-05,6492,6491,All Progressives Congress (APC),"",Member,Federal House of Representatives,"",Federal Representative,Sumaila/Takai
225,IBRAHIM KHALID MUSTAPHA,2007,2011,4658,2991,Peoples Democratic Party,"",Member,House of Representatives,"","",Abuja
225,IBRAHIM KHALID MUSTAPHA,2012-02-15,2015-05-29,3341,2991,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Soba
226,IBRAHIM MOHAMMED GARBA,2003,2007-05-29,2369,2992,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,
226,IBRAHIM MOHAMMED GARBA,2011-05-29,2015-05-29,3342,2992,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Gumel/Maigatari/Sule Tankarkar/Gagarawa
227,IBRAHIM NUHU KAYARDA LAWAL,2007-05-29,2015-05-29,3343,2993,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Lere
228,IBRAHIM SHEHU GUSAU,2011-05-29,2013-07-30,3344,2806,All Nigeria Peoples Party,"",Member,House of Representatives,"",Federal Representative,Gusau/Tsafe
228,IBRAHIM SHEHU GUSAU,2013-07-31,2015-05-29,3344,5661,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Gusau/Tsafe
229,IBRAHIM TUKUR EL-SUDI,2011-05-29,2015-05-29,3345,2994,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Sardauna/Kurmi/Gashaka
742,MOHAMMED GARBA GOLOLO,,2019-05,6371,6370,All Progressives Congress (APC),"",Member,Federal House of Representatives,"",Federal Representative,Gamawa
792, SHEHU USMAN ALIYU,,2019-05,6490,6489,All Progressives Congress (APC),"",Member,Federal House of Representatives,"",Federal Representative,Karaye/Rogo
871,ABUBAKAR HUSAINI MORIKI,,2019-05,6703,6702,All Progressives Congress (APC),"",Member,Federal House of Representatives,"",Federal Representative,Shinkafi/Zurmi
220,IBRAHIM BABANGIDA,2011-05-29,2013-07-30,3337,2856,Congress for Progressive Change,"",Member,House of Representatives,"",Federal Representative,Malumfashi/Kafur
220,IBRAHIM BABANGIDA,2013-07-31,2019-05-29,3337,5703,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Malumfashi/Kafur
704,SOLOMON ADAELU EZINWA O.,,2019-05,6276,6275,Peoples Democratic Party,"",Member,Federal House of Representatives,"",Federal Representative,Obingwa/Ugwunagbo/Osisioma
212,HAZEEZ BABAJIDE AKINLOYE,2011-05-29,2013-07-30,3332,2742,Action Congress of Nigeria,"",Member,House of Representatives,"",Federal Representative,Eti-Osa
212,HAZEEZ BABAJIDE AKINLOYE,2013-07-31,2019-05-29,3332,5598,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Eti-Osa
61,AKINTAYO AMERE GAFARU,2011-05-29,2013-07-30,3220,2725,Action Congress of Nigeria,"",Member,House of Representatives,"",Federal Representative,Ayedire/Iwo/Ola-Oluwa
61,AKINTAYO AMERE GAFARU,2013-07-31,2019-05-29,3220,5582,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Ayedire/Iwo/Ola-Oluwa
230,IDRIS SANI MOHAMMED,2011-05-29,2015-05-29,3346,2995,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Lavun/Mokwa/Edati
234,INI AKPAN UDOKA,2007-05-29,2011-05-29,2377,2996,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,
234,INI AKPAN UDOKA,2011-05-29,2015-05-29,3348,2996,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Ikono/Ini
235,INNOCENT ZEITET TIRSEL,2011-05-29,2015-05-29,3349,2997,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Mikang/Qua’an/Pan/Shedam
237,IRONA GERALD ALPHONSUS,2011-05-29,2015-05-29,3350,2998,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Oguta/Ohaji-Egbema/Oru West
242,ISA MOHAMMED ASHIRU,2011-05-29,2015-05-29,3354,3000,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Makarfi/Kudan
245,ISHAQ AHMED KANA,2011-05-29,2013-07-30,3358,2859,Congress for Progressive Change,"",Member,House of Representatives,"",Federal Representative,Keffi/Karu/Kokona
245,ISHAQ AHMED KANA,2013-07-31,2015-05-29,3358,5706,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Keffi/Karu/Kokona
364,OMOSULE ENIOTIOLORUNDA,2011-05-29,2015-05-29,3451,2894,Labour Party,"",Member,House of Representatives,"",Federal Representative,Owo/Ose
254,JIMOH ADEWALE BABATUNDE,2011-05-29,2013-07-30,3365,2744,Action Congress of Nigeria,"",Member,House of Representatives,"",Federal Representative,Apapa
254,JIMOH ADEWALE BABATUNDE,2013-07-31,2015-05-29,3365,5600,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Apapa
249,JAGABA ADAMS JAGABA,1999,2003,4740,3005,Peoples Democratic Party,"",Member,House of Representatives,"","",Abuja
249,JAGABA ADAMS JAGABA,1999,2003,4740,4741,PDP ,"",State Secretary,House of Representatives,"","",Abuja
249,JAGABA ADAMS JAGABA,2011-05-29,2014,3361,3005,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Kachia/Kagarko
249,JAGABA ADAMS JAGABA,2011-05-29,2014,3361,4741,PDP ,"",State Secretary,House of Representatives,"",Federal Representative,Kachia/Kagarko
249,JAGABA ADAMS JAGABA,2014,2019-05-29,3361,6848,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Kachia/Kagarko
259,KAKA KYARI GUJBAWU,2011-05-29,2015-05-29,3370,3010,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Maiduguri (Metropolitan)
260,KALGO SANI UMAR MOHAMMED,2012-07-12,2015-05-29,3371,3011,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Bunza/Birnin Kebbi/Kalgo
266,KHAMISU MAILANTARKI AHMED,2011-05-29,2013-07-30,3377,2860,Congress for Progressive Change,"",Member,House of Representatives,"",Federal Representative,Gombe/Kwami/Funakaye
266,KHAMISU MAILANTARKI AHMED,2013-07-31,2015-05-29,3377,5707,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Gombe/Kwami/Funakaye
706,LAWAL ABUBAKAR GARBA,,2019-05,6281,6280,All Progressives Congress (APC),"",Member,Federal House of Representatives,"",Federal Representative,Yola North/Yola South/Girei
268,KIGBU JOSEPH HARUNA,2011-05-29,2013-07-30,3378,2861,Congress for Progressive Change,"",Member,House of Representatives,"",Federal Representative,Lafia/Obi
268,KIGBU JOSEPH HARUNA,2013-07-31,2015-05-29,3378,5708,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Lafia/Obi
290,MAKINDE MIKAIL OLAROTIMI,2011-05-29,2013-07-30,3388,2748,Action Congress of Nigeria,"",Member,House of Representatives,"",Federal Representative,Ife Central/Ife North/Ife South/Ife East 
290,MAKINDE MIKAIL OLAROTIMI,2013-07-31,2015-05-29,3388,5604,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Ife Central/Ife North/Ife South/Ife East 
293,MANSUR FUNTUA,2012-01-12,2013-07-30,3390,2864,Congress for Progressive Change,"",Member,House of Representatives,"",Federal Representative,Funtua/Dandume
293,MANSUR FUNTUA,2013-07-31,2015-05-09,3390,5711,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Funtua/Dandume
698,JARIGBE AGOM JARIGBE,,2019-06,6262,6261,Peoples Democratic Party,"",Member,Federal House of Representatives,"",Federal Representative,Ogoja/Yala
749, JOSEPH E EDIONWELE,,2019-06,6388,6387,Peoples Democratic Party,"",Member,Federal House of Representatives,"",Federal Representative,Esan Central/Esan South/ Igueben
255,JOHN DYEGH,2011-05-29,2013-07-30,3366,2745,Action Congress of Nigeria,"",Member,House of Representatives,"",Federal Representative,Gboko/Tarka
255,JOHN DYEGH,2013-07-31,2019-05-29,3366,5601,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Gboko/Tarka
288,MAHMUD LAWAN MAINA MAINA,2011-05-29,2013-07-30,3387,2812,All Nigeria Peoples Party,"",Member,House of Representatives,"",Federal Representative,Dikwa/Mafa/Konduga
288,MAHMUD LAWAN MAINA MAINA,2013-07-31,2019-05-29,3387,5667,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Dikwa/Mafa/Konduga
282,LEONARD OKUWEH OGOR,2003,2007,4835,3017,Peoples Democratic Party,"",Member,National Assembly,"",Member,
282,LEONARD OKUWEH OGOR,2011-05-29,2019-05-29,3384,3017,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Isoko North/Isoko South
284,LINUS OKORIE,2011-05-29,2019-05-29,3385,3018,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Ivo/Ohaozara/Onicha
320,MUNIR BABBA DANAGUNDI,2011-05-29,2014,3413,3031,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Kumbotso
320,MUNIR BABBA DANAGUNDI,2014,2019-05-29,3413,6855,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Kumbotso
257,JULIUS OLUFEMI FAKEYE,2011-05-29,2013-07-30,3368,2746,Action Congress of Nigeria,"",Member,House of Representatives,"",Federal Representative,Boluwaduro/Ifedayo/Ila
257,JULIUS OLUFEMI FAKEYE,2013-07-31,2019-05-29,3368,5602,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Boluwaduro/Ifedayo/Ila
270,KINGSLEY OGUNDU CHINDA,2011-05-29,2019-05-29,3380,3016,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Obio-Akpor
270,KINGSLEY OGUNDU CHINDA,2011-05-29,2019-05-29,3380,4815,PDP ,"",Legal Adviser ,House of Representatives,"",Federal Representative,Obio-Akpor
744,IBRAHIM MOHAMMED BABA,,2019-05,6376,6375,All Progressives Congress (APC),"",Member,Federal House of Representatives,"",Federal Representative,Katagum
295,MASHOOD MUSTAPHA,2011-05-29,2015-05-29,3391,3020,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Ilorin West/Asa
296,MATTHEW M. OMEGARA,2007-05-29,2011-05-29,2428,2749,Action Congress of Nigeria,"",Member,House of Representatives,"",Federal Representative,
296,MATTHEW M. OMEGARA,2011-05-29,2013-07-30,3392,2749,Action Congress of Nigeria,"",Member,House of Representatives,"",Federal Representative,Isiala Mbano/Okigwe/Onuimo
296,MATTHEW M. OMEGARA,2013-07-31,2015-05-29,3392,5605,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Isiala Mbano/Okigwe/Onuimo
328,MUSTAPHA KHABEEB,2011-05-29,2015-05-29,3420,3036,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Jahun/Miga
331,NADU SOALABOYE KARIB,2011-05-29,2015-05-29,3423,3039,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Ogbia
304,MOHAMMED IBRAHIM IDRIS,2011-05-29,2015-05-29,3397,3022,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Ankpa/Omala/Olamaboro
326,MUSA TSAMIYA AD,2011-05-29,2015-05-29,3418,3034,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Gezawa/Gabasawa
305,MOHAMMED JATAU AUWAL,2011-05-29,2015-05-29,3398,3023,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Zaki
307,MOHAMMED SHAMSIDIN ANGO ABDULLAHI,2011-05-29,2013-07-30,3400,2865,Congress for Progressive Change,"",Member,House of Representatives,"",Federal Representative,Birnin Gwari/Giwa
307,MOHAMMED SHAMSIDIN ANGO ABDULLAHI,2013-07-31,2015-05-29,3400,5712,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Birnin Gwari/Giwa
309,MOHAMMED TUKUR ADAMU,2011-05-29,2015-05-29,3402,3025,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Alkaleri/Kirfi
313,MORUF AKINDERU FATAI,2007-05-29,2011-05-29,2445,2752,Action Congress of Nigeria,"",Member,House of Representatives,"",Federal Representative,
313,MORUF AKINDERU FATAI,2011-05-29,2013-07-30,3406,2752,Action Congress of Nigeria,"",Member,House of Representatives,"",Federal Representative,Oshodi/Isolo I
313,MORUF AKINDERU FATAI,2013-07-31,2015-05-29,3406,5608,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Oshodi/Isolo I
314,MOSHOOD ABIODUN BAKARE,2011-05-29,2015-05-29,3407,2893,Labour Party,"",Member,House of Representatives,"",Federal Representative,Idanre/Ifedore
366,OSSAI NICHOLAS OSSAI,2011-01-12,2019-05-29,3452,3054,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Ndokwa East/Ndokwa West/Ukwuani
327,MUSTAPHA DAWAKI BALA,2011-05-29,2014,3419,3035,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Dawakin-Kudu/Warawa
302,MOHAMMAD ALI WUDIL,2007-05-29,2011-05-29,2433,2814,All Nigeria Peoples Party,"",Member,House of Representatives,"",Federal Representative,
302,MOHAMMAD ALI WUDIL,2011-05-29,2013-07-30,3396,2814,All Nigeria Peoples Party,"",Member,House of Representatives,"",Federal Representative,Wudil/Garko
302,MOHAMMAD ALI WUDIL,2013-07-31,2019-05-29,3396,5669,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Wudil/Garko
316,MUDASHIRU KAMIL AKINLABI,2007-05-29,2011-05-29,2449,3027,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,
316,MUDASHIRU KAMIL AKINLABI,2011-05-29,2015-05-29,3409,3027,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Afijio/Oyo East/Oyo West/ Atiba
317,MUHAMMAD BASHIR GALADANCHI,2011-05-29,2015-05-29,3410,3028,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Gwale
319,MULIKAT O. AKANDE-ADEOLA,2007-05-29,2011-05-29,2453,3030,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,
319,MULIKAT O. AKANDE-ADEOLA,2011-05-29,2015-05-29,3412,3030,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Ogbomoso North/Ogbomoso South/Orire
321,MURAINA SAUBANA AJIBOLA,2007-05-29,2011-05-29,2456,3032,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,
321,MURAINA SAUBANA AJIBOLA,2011-05-29,2015-05-29,3414,3032,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Ibarapa Central/Ibarapa North
322,MURITALA KAYODE ADEWALE BUSARI,2011-05-29,2015-05-29,3415,2707,ACCORD,"",Member,House of Representatives,"",Federal Representative,Akinyele/Lagelu
342,NUHU ZAKI ABDULRAZAK,2011-05-29,2015-05-29,3434,3046,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Ningi/Warji
11,ABDULLAHI RICCO MOHAMMED,2011-05-29,2015-05-29,3183,2899,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Shiroro/Rafi/Munya
707,ADAMU DAU USMAN KAMALE,,2019-05,6284,6283,Peoples Democratic Party,"",Member,Federal House of Representatives,"",Member,Madagali/Michika
745,OGBEE LAZARUS N. ,,2019-06,6379,6378,All Progressives Grand Alliance,"",Member,Federal House of Representatives,"",Federal Representative,Ezza South/Ikwo
750,OMOSEDE IGBINEDION GABRIELLA,,2019-06,6390,6389,Peoples Democratic Party,"",Member,Federal House of Representatives,"",Federal Representative,Ovia North East/Ovia South West
748,JOHNSON E.  AGBONAYINMAN,,2019-06,6386,6385,Peoples Democratic Party,"",Member,Federal House of Representatives,"",Federal Representative,Egor/Ikpoba-Okha
794,AHMED GARBA BICHI ,,2019-05,6494,6493,All Progressives Congress (APC),"",Member,Federal House of Representatives,"",Federal Representative,Bichi
872,YAHAYA CHADO GORA,,2019-05,6707,6706,All Progressives Congress (APC),"",Member,Federal House of Representatives,"",Federal Representative,Bakura/Maradun
343,NWOKOLO ONYEMECHI VICTOR,2011-05-29,2019-05-29,3435,2708,ACCORD,"",Member,House of Representatives,"",Federal Representative,Ika North East/Ika South
333,NASIRU SULE GARO,2007-05-29,2011-05-29,2473,3040,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,
333,NASIRU SULE GARO,2011-05-29,2014,3425,3040,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Gwarzo/Kabo
333,NASIRU SULE GARO,2014,2019-05-29,3425,6857,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Gwarzo/Kabo
335,NASSIR ALI AHMED,2011-05-29,2013-07-30,3427,2869,Congress for Progressive Change,"",Member,House of Representatives,"",Federal Representative,Nassarawa
335,NASSIR ALI AHMED,2013-07-31,2019-05-29,3427,5716,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Nassarawa
318,MUHTARI MUHAMMAD CHIROMAWA,2011-05-29,2014,3411,3029,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Kura/Madobi/Garun Mallam
318,MUHTARI MUHAMMAD CHIROMAWA,2014,2019-05-29,3411,6863,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Kura/Madobi/Garun Mallam
332,NASIRU BABALLE ILA,2011-05-29,2013-07-30,3424,2868,Congress for Progressive Change,"",Member,House of Representatives,"",Federal Representative,Tarauni
332,NASIRU BABALLE ILA,2013-07-31,2019-05-29,3424,5715,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Tarauni
323,MUSA BABA ONWANA,2011-05-29,2013-07-30,3416,2867,Congress for Progressive Change,"",Member,House of Representatives,"",Federal Representative,Nasarawa/Toto
323,MUSA BABA ONWANA,2013-07-31,2019-05-29,3416,5714,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Nasarawa/Toto
330,NABUNKARI MOHAMMED SA'ADU,2011-05-29,2014,3422,3038,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Binji/Silame
330,NABUNKARI MOHAMMED SA'ADU,2014,2019-05-29,3422,6594,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Binji/Silame
345,ODUBOTE LANRE MUKAILA,2011-05-29,2013-07-30,3436,2755,Action Congress of Nigeria,"",Member,House of Representatives,"",Federal Representative,Epe
345,ODUBOTE LANRE MUKAILA,2013-07-31,2015-05-29,3436,5611,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Epe
348,OGBABURHON OKPOVIEKPURAI AUSTI,2011-05-29,2015-05-29,3438,2882,Democratic Peoples Party,"",Member,House of Representatives,"",Federal Representative,Ughelli North/Ughelli South/Udu
349,OGBONNA NWUKE,2011-05-29,2015-05-29,3439,3048,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Etche/Omuma
350,OGBUEFI ORA OZOMGBACHI,2011-05-29,2015-05-29,3440,3049,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Ezeagu/Udi
